"Name","Team","PA","wOBA","wRC+","EV","maxEV","HardHit","HardHit%","GB%","LD%","FB%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","O-Contact% (pfx)","Z-Contact% (pfx)","playerid"
"Ian Happ","Cubs","1262",".348","116","89.7","114.2","290","41.4%","41.3%","20.7%","38.0%","39.2%","35.8%","25.0%","16.7%","47.9%","35.4%","42.4%","74.5%","17919"
"Corey Dickerson","- - -","3124",".348","115","87.8","112.9","602","33.8%","39.4%","23.6%","37.1%","32.8%","35.4%","31.8%","18.6%","47.1%","34.3%","69.9%","80.1%","10762"
"David Dahl","Rockies","1020",".348","101","88.2","107.1","246","36.0%","41.6%","23.5%","34.9%","38.5%","35.1%","26.4%","14.8%","49.9%","35.3%","53.4%","80.8%","13744"
"Joey Gallo","Rangers","1785",".348","110","93.4","117.5","424","50.1%","28.6%","20.6%","50.8%","49.3%","29.2%","21.4%","13.5%","39.3%","47.2%","35.6%","70.0%","14128"
"Whitey Witt","- - -","4771",".348","98","","","","","","","","","","","","","","","","1014175"
"Fresco Thompson","- - -","2856",".348","85","","","","","","","","","","","","","","","","1013008"
"Corey Hart","- - -","4114",".348","113","81.1","107.1","8","22.2%","40.7%","18.5%","40.9%","42.8%","33.1%","24.2%","14.2%","52.2%","33.6%","52.3%","82.0%","1945"
"Bill Skowron","- - -","6046",".347","118","","","","","","","","","","","","","","","","1012043"
"Shannon Stewart","- - -","6205",".347","107","","","0","","45.1%","22.2%","32.8%","41.9%","31.3%","26.8%","15.0%","61.5%","23.5%","74.9%","92.9%","1322"
"Garrett Atkins","- - -","3273",".347","99","","","0","","38.7%","21.8%","39.5%","43.1%","32.9%","24.0%","12.9%","56.0%","31.1%","72.6%","90.5%","1790"
"Eugenio Suarez","- - -","3433",".347","114","88.4","112.8","734","36.6%","38.3%","22.3%","39.4%","44.7%","31.7%","23.6%","15.1%","47.0%","37.8%","48.6%","85.0%","12552"
"Harry McCurdy","- - -","1314",".347","92","","","","","","","","","","","","","","","","1008439"
"Pinky Whitney","- - -","6317",".347","93","","","","","","","","","","","","","","","","1013909"
"Toby Harrah","- - -","8767",".347","116","","","","","","","","","","","","","","","","1005384"
"Russell Branyan","- - -","3398",".347","111","","","0","","31.4%","18.7%","49.9%","45.7%","30.8%","23.5%","15.4%","50.4%","34.2%","40.8%","74.4%","370"
"Lonny Frey","- - -","6402",".347","108","","","","","","","","","","","","","","","","1004343"
"Greg Colbrunn","- - -","3017",".347","106","","","","","40.1%","24.0%","35.9%","37.8%","27.6%","34.6%","10.1%","63.1%","26.7%","","","51"
"Billy Johnson","- - -","3659",".347","102","","","","","","","","","","","","","","","","1006426"
"Dode Paskert","- - -","6997",".347","109","","","","","","","","","","","","","","","","1010042"
"Cookie Lavagetto","- - -","4039",".347","103","","","","","","","","","","","","","","","","1007386"
"Olmedo Saenz","- - -","1893",".347","109","","","0","","37.9%","20.7%","41.4%","45.3%","30.8%","23.9%","11.7%","55.9%","32.4%","62.5%","76.8%","937"
"Don Baylor","- - -","9401",".347","118","","","","","","","","","","","","","","","","1000700"
"Roy White","Yankees","7736",".347","123","","","","","","","","","","","","","","","","1013890"
"Tony Phillips","- - -","9110",".347","112","","","","","","","","","","","","","","","","1010300"
"Rafael Devers","Red Sox","1680",".347","113","91.7","116.7","541","45.4%","45.7%","18.6%","35.7%","39.0%","34.0%","27.0%","17.6%","45.6%","36.8%","63.5%","81.4%","17350"
"Lance Richbourg","- - -","2859",".347","96","","","","","","","","","","","","","","","","1010921"
"Ted Simmons","- - -","9685",".347","116","","","","","","","","","","","","","","","","1011986"
"Paul Hines","- - -","7470",".347","124","","","","","","","","","","","","","","","","1005845"
"Jerry Lynch","- - -","3145",".347","110","","","","","","","","","","","","","","","","1007865"
"Ad Gumbert","- - -","1047",".347","97","","","","","","","","","","","","","","","","1005139"
"Jo-Jo Moore","Giants","5848",".347","106","","","","","","","","","","","","","","","","1009117"
"Bob Bescher","- - -","5277",".347","109","","","","","","","","","","","","","","","","1000921"
"Curtis Granderson","- - -","8306",".347","115","88.5","109.6","585","35.6%","34.4%","21.5%","44.1%","48.9%","30.2%","20.9%","14.9%","51.0%","34.0%","56.9%","86.7%","4747"
"Bernard Gilkey","- - -","4626",".347","111","","","","","","","","","","","","","","","","1004706"
"Steve Souchock","- - -","1324",".347","101","","","","","","","","","","","","","","","","1012290"
"Tommy Clarke","Reds","1985",".346","109","","","","","","","","","","","","","","","","1002313"
"Paul Sorrento","- - -","3890",".346","106","","","","","","","","","","","","","","","","1012282"
"Carlos Guillen","- - -","5277",".346","111","","","0","","41.8%","21.0%","37.2%","40.6%","30.2%","29.2%","14.3%","58.9%","26.8%","72.3%","88.6%","1079"
"John Anderson","- - -","6768",".346","110","","","","","","","","","","","","","","","","1000232"
"Harry Taylor","- - -","1988",".346","106","","","","","","","","","","","","","","","","1012873"
"Ben Oglivie","- - -","6598",".346","116","","","","","","","","","","","","","","","","1009746"
"Pat Seerey","- - -","2094",".346","108","","","","","","","","","","","","","","","","1011720"
"Dick Hoblitzel","- - -","5370",".346","109","","","","","","","","","","","","","","","","1005871"
"Emmet Heidrick","- - -","3308",".346","110","","","","","","","","","","","","","","","","1005587"
"Sal Bando","- - -","8288",".346","121","","","","","","","","","","","","","","","","1000505"
"Homer Summa","- - -","3318",".346","91","","","","","","","","","","","","","","","","1012717"
"Carl Everett","- - -","5395",".346","107","","","","","40.0%","19.0%","41.0%","42.3%","28.8%","28.9%","15.5%","59.4%","25.1%","","","1249"
"Les Mann","- - -","5201",".346","108","","","","","","","","","","","","","","","","1008073"
"Bubba Trammell","- - -","2034",".346","108","","","","","37.5%","19.0%","43.5%","43.3%","30.0%","26.6%","14.1%","66.1%","19.8%","","","1057"
"Al Ferrara","- - -","1573",".346","121","","","","","","","","","","","","","","","","1004003"
"Ed Bailey","- - -","4208",".346","110","","","","","","","","","","","","","","","","1000421"
"Cliff Mapes","- - -","1382",".346","97","","","","","","","","","","","","","","","","1008094"
"Mike Lowell","- - -","6500",".346","108","","","0","","33.5%","21.3%","45.2%","48.9%","29.5%","21.6%","14.0%","58.5%","27.5%","77.2%","92.6%","527"
"A.J. Pollock","- - -","3059",".346","114","89.0","110.6","644","39.6%","46.5%","19.6%","33.9%","42.3%","35.9%","21.7%","15.0%","47.7%","37.2%","57.3%","90.9%","9256"
"Lloyd Waner","- - -","8326",".346","99","","","","","","","","","","","","","","","","1013596"
"Don Padgett","- - -","2146",".346","101","","","","","","","","","","","","","","","","1009945"
"Mitchell Page","- - -","2398",".346","118","","","","","","","","","","","","","","","","1009954"
"Jimmy Welsh","- - -","2993",".346","96","","","","","","","","","","","","","","","","1013773"
"Trey Mancini","Orioles","1916",".346","115","89.7","115.5","552","41.9%","50.3%","20.2%","29.5%","36.9%","36.2%","26.9%","18.3%","46.4%","35.3%","56.6%","81.6%","15149"
"Pancho Herrera","Phillies","1108",".346","111","","","","","","","","","","","","","","","","1005724"
"Cal Ripken","Orioles","12883",".346","112","","","","","","","","","","","","","","","","1010978"
"Sherm Lollar","- - -","6218",".346","106","","","","","","","","","","","","","","","","1007714"
"Joe Ferguson","- - -","3624",".346","118","","","","","","","","","","","","","","","","1003990"
"Rondell White","- - -","5852",".346","107","","","0","","48.3%","18.6%","33.1%","47.7%","27.8%","24.5%","15.1%","57.5%","27.4%","63.5%","81.7%","856"
"Gary Sanchez","Yankees","1754",".346","117","91.1","121.1","481","43.8%","40.4%","18.4%","41.1%","51.9%","30.6%","17.5%","18.9%","42.2%","38.9%","51.9%","83.4%","11442"
"Xander Bogaerts","Red Sox","4155",".346","114","89.1","113.9","956","37.0%","45.3%","20.4%","34.3%","41.8%","33.3%","24.9%","18.3%","48.3%","33.4%","62.2%","87.9%","12161"
"Bob Robertson","- - -","2742",".346","115","","","","","","","","","","","","","","","","1011024"
"Charlie Duffee","- - -","2134",".346","103","","","","","","","","","","","","","","","","1003526"
"Vern Duncan","- - -","1295",".345","102","","","","","","","","","","","","","","","","1003557"
"Floyd Robinson","- - -","3770",".345","119","","","","","","","","","","","","","","","","1011064"
"Junior Spivey","- - -","1785",".345","105","","","","","41.2%","21.9%","36.9%","45.3%","30.7%","24.0%","14.2%","60.7%","25.1%","","","74"
"Johnny Barrett","- - -","2108",".345","102","","","","","","","","","","","","","","","","1000597"
"Irv Noren","- - -","3507",".345","105","","","","","","","","","","","","","","","","1009628"
"Billy Butler","- - -","5686",".345","114","89.7","112.4","267","41.0%","48.2%","20.1%","31.7%","36.8%","35.7%","27.5%","13.6%","53.6%","32.7%","67.3%","89.7%","7399"
"Jose Martinez","- - -","1386",".345","117","90.1","113.8","412","42.0%","47.0%","25.2%","27.8%","32.6%","37.0%","30.4%","14.6%","46.7%","38.7%","61.6%","86.7%","7996"
"Gus Bell","- - -","7073",".345","101","","","","","","","","","","","","","","","","1000809"
"Marty Cordova","- - -","3835",".345","103","","","","","44.3%","18.7%","37.1%","44.3%","30.2%","25.5%","16.7%","56.5%","26.8%","","","132"
"Aubrey Huff","- - -","6786",".345","111","","","0","","45.4%","17.9%","36.7%","45.3%","31.9%","22.8%","16.0%","54.4%","29.7%","71.0%","90.5%","1213"
"Jim Gleeson","- - -","1471",".345","103","","","","","","","","","","","","","","","","1004773"
"Oscar Grimes","- - -","2193",".345","103","","","","","","","","","","","","","","","","1005064"
"Dusty Rhodes","Giants","1316",".345","104","","","","","","","","","","","","","","","","1010884"
"John Vander Wal","- - -","3166",".345","103","","","","","39.6%","21.6%","38.8%","39.6%","27.4%","32.9%","13.8%","62.5%","23.6%","","","853"
"Matt Williams","- - -","7595",".345","110","","","","","39.4%","21.3%","39.4%","45.1%","30.9%","24.0%","13.5%","61.1%","25.3%","","","77"
"Walt Moryn","- - -","2802",".345","107","","","","","","","","","","","","","","","","1009236"
"Pete Runnels","- - -","7328",".345","108","","","","","","","","","","","","","","","","1011303"
"Amos Otis","- - -","8247",".345","115","","","","","","","","","","","","","","","","1009893"
"Dean Palmer","- - -","5513",".345","104","","","","","43.9%","15.2%","40.9%","47.0%","33.3%","19.7%","21.2%","65.2%","13.6%","","","482"
"Roy Weatherly","- - -","3008",".345","97","","","","","","","","","","","","","","","","1013692"
"Ken Caminiti","- - -","7127",".345","114","","","","","","","","","","","","","","","","1001863"
"Fred Dunlap","- - -","4264",".345","127","","","","","","","","","","","","","","","","1003566"
"Ray Durham","- - -","8423",".345","105","","","0","","44.0%","19.3%","36.7%","41.7%","30.5%","27.8%","13.1%","58.6%","28.3%","76.9%","87.6%","230"
"Debs Garms","- - -","3461",".345","103","","","","","","","","","","","","","","","","1004540"
"Burt Shotton","- - -","5742",".345","111","","","","","","","","","","","","","","","","1011933"
"Dave Robertson","- - -","3034",".345","115","","","","","","","","","","","","","","","","1011027"
"Hank Majeski","- - -","3790",".345","99","","","","","","","","","","","","","","","","1008006"
"Andy High","- - -","4969",".345","95","","","","","","","","","","","","","","","","1005795"
"Bobby Avila","- - -","5343",".345","108","","","","","","","","","","","","","","","","1000380"
"Jack Burns","- - -","3976",".345","87","","","","","","","","","","","","","","","","1001711"
"Jim Poole","Athletics","1028",".344","87","","","","","","","","","","","","","","","","1010434"
"Mark Quinn","Royals","1166",".344","98","","","","","44.3%","23.0%","32.8%","41.9%","30.6%","27.4%","11.3%","64.5%","24.2%","","","621"
"Dick Sisler","- - -","2880",".344","101","","","","","","","","","","","","","","","","1012020"
"Ron Fairly","- - -","8437",".344","117","","","","","","","","","","","","","","","","1003907"
"Nate Colbert","- - -","3863",".344","116","","","","","","","","","","","","","","","","1002407"
"Johnny Groth","- - -","4302",".344","98","","","","","","","","","","","","","","","","1005096"
"Bill Hinchman","- - -","3485",".344","119","","","","","","","","","","","","","","","","1005839"
"Vince DiMaggio","- - -","4310",".344","106","","","","","","","","","","","","","","","","1003312"
"Franmil Reyes","- - -","1074",".344","115","92.8","115.4","327","48.6%","46.8%","20.2%","33.0%","37.0%","39.2%","23.8%","14.3%","41.5%","44.3%","40.8%","77.2%","14566"
"Duff Cooley","- - -","5843",".344","101","","","","","","","","","","","","","","","","1002579"
"Fred Merkle","- - -","6426",".344","110","","","","","","","","","","","","","","","","1008783"
"Duffy Lewis","- - -","6007",".344","109","","","","","","","","","","","","","","","","1007579"
"Tommy Leach","- - -","9051",".344","110","","","","","","","","","","","","","","","","1007428"
"Geronimo Pena","- - -","1170",".344","113","","","","","","","","","","","","","","","","1010144"
"Edgardo Alfonzo","- - -","6108",".344","107","","","","","36.2%","22.6%","41.2%","37.9%","32.2%","29.9%","15.4%","62.7%","22.0%","","","859"
"Buzz Boyle","- - -","1474",".344","103","","","","","","","","","","","","","","","","1001285"
"Jerry Priddy","- - -","5428",".344","98","","","","","","","","","","","","","","","","1010533"
"J.T. Snow","- - -","6553",".344","106","","","","","39.3%","23.3%","37.3%","44.5%","30.5%","25.0%","12.5%","58.7%","28.7%","","","1133"
"Wes Westrum","Giants","2849",".344","99","","","","","","","","","","","","","","","","1013812"
"Brett Butler","- - -","9545",".344","115","","","","","","","","","","","","","","","","1001772"
"Mike Kreevich","- - -","5248",".344","93","","","","","","","","","","","","","","","","1007151"
"Howard Johnson","- - -","5715",".344","117","","","","","","","","","","","","","","","","1006462"
"Billy Sullivan","- - -","3130",".344","90","","","","","","","","","","","","","","","","1012684"
"Evan Longoria","- - -","7380",".344","118","89.2","111.5","918","38.6%","38.9%","19.9%","41.2%","43.3%","33.4%","23.3%","14.2%","50.0%","35.8%","60.7%","84.5%","9368"
"Matt Murton","- - -","1058",".344","101","","","0","","55.1%","16.6%","28.3%","37.0%","35.8%","27.2%","16.2%","57.9%","25.9%","70.9%","85.8%","6307"
"Johnny Damon","- - -","10917",".344","105","","","0","","44.4%","20.1%","35.5%","43.2%","27.8%","29.0%","20.4%","57.7%","22.0%","73.4%","89.9%","185"
"Khris Davis","- - -","3690",".344","118","91.3","115.9","850","45.9%","39.7%","18.8%","41.5%","38.8%","37.4%","23.8%","13.3%","45.3%","41.3%","44.2%","77.0%","9112"
"Jose Cruz","- - -","8931",".344","119","","","","","","","","","","","","","","","","1002841"
"Duke Farrell","- - -","6254",".344","98","","","","","","","","","","","","","","","","1003942"
"Jorge Soler","- - -","1985",".344","114","91.4","116.2","505","44.3%","41.5%","20.6%","37.9%","46.3%","31.6%","22.1%","15.8%","43.7%","40.5%","38.8%","80.1%","14221"
"Cotton Tierney","- - -","2489",".344","92","","","","","","","","","","","","","","","","1013061"
"Ivan Rodriguez","- - -","10270",".344","104","","","0","","49.8%","22.2%","28.0%","37.2%","31.5%","31.3%","12.5%","58.1%","29.3%","67.6%","86.3%","1275"
"Joc Pederson","Dodgers","2517",".344","118","91.4","114.3","670","43.5%","41.9%","17.7%","40.4%","44.9%","34.2%","20.9%","17.3%","43.2%","39.5%","56.5%","81.7%","11899"
"Michael Brantley","- - -","5307",".344","117","89.1","110.2","720","36.3%","46.8%","23.2%","30.0%","39.0%","35.7%","25.4%","13.9%","54.6%","31.4%","76.9%","95.6%","4106"
"Grady Hatton","- - -","4912",".344","99","","","","","","","","","","","","","","","","1005496"
"Clyde Milan","Senators","8312",".344","110","","","","","","","","","","","","","","","","1008856"
"Raul Ibanez","- - -","8278",".344","110","","","0","","42.5%","19.7%","37.8%","41.8%","32.8%","25.4%","13.9%","54.4%","31.7%","66.3%","84.8%","607"
"Terry Moore","Cardinals","5204",".344","99","","","","","","","","","","","","","","","","1009128"
"Bob Skinner","- - -","4873",".344","108","","","","","","","","","","","","","","","","1012037"
"Stuffy McInnis","- - -","8623",".344","103","","","","","","","","","","","","","","","","1008569"
